step,transaction_type,amount,nameorig,oldbalanceorg,newbalanceorig,namedest,oldbalancedest,newbalancedest,isfraud,isflaggedfraud
405,PAYMENT,12772.69,C263284625,51194.01,38421.32,M372199658,0.00,0.00,0,0
136,CASH_OUT,189164.70,C1030351061,0.00,0.00,C78561633,295949.16,334283.09,0,0
13,TRANSFER,1553187.93,C1763900287,42522.00,0.00,C24176920,11772883.73,14447872.01,0,0
681,CASH_OUT,304101.21,C1308852696,20947.00,0.00,C373245432,0.00,304101.21,0,0
141,PAYMENT,12450.50,C733211741,4027.00,0.00,M323467329,0.00,0.00,0,0
1,PAYMENT,5237.54,C1492875057,27105.00,21867.46,M333793193,0.00,0.00,0,0
11,CASH_OUT,204065.12,C1419719740,15071.00,0.00,C154303492,0.00,204065.12,0,0
396,CASH_OUT,91294.32,C618795381,264824.00,173529.68,C1988449137,300365.16,391659.48,0,0
164,CASH_IN,350312.59,C671025874,11087.00,361399.59,C1684750699,12580096.01,12229783.42,0,0
370,TRANSFER,2670929.70,C539295417,20902.00,0.00,C2135773963,74869.48,2745799.18,0,0
229,CASH_OUT,60563.79,C608100851,70895.00,10331.21,C61977628,0.00,60563.79,0,0
522,TRANSFER,422565.94,C507321328,0.00,0.00,C965004751,619174.09,1041740.03,0,0
180,PAYMENT,606.22,C1678385677,0.00,0.00,M710673030,0.00,0.00,0,0
10,PAYMENT,3392.94,C904793356,31797.00,28404.06,M1394360683,0.00,0.00,0,0
351,CASH_OUT,79035.21,C1887650495,0.00,0.00,C150369546,230991.13,310026.34,0,0
154,CASH_IN,134747.68,C2036430622,21470.00,156217.68,C1131888114,0.00,0.00,0,0
164,PAYMENT,17388.77,C908474258,144815.99,127427.22,M419205114,0.00,0.00,0,0
156,PAYMENT,4214.39,C933791777,0.00,0.00,M1018095332,0.00,0.00,0,0
8,CASH_IN,19529.73,C1463331167,4161.00,23690.73,C1283415889,3788.00,0.00,0,0
404,CASH_OUT,129583.52,C635895148,31479.00,0.00,C1071867332,133310.96,262894.48,0,0
346,PAYMENT,1940.61,C1740550532,51123.00,49182.39,M1578716220,0.00,0.00,0,0
261,CASH_IN,144767.67,C259093988,20823.00,165590.67,C329132145,613208.56,468440.89,0,0
257,CASH_IN,15024.87,C1357578205,11270491.64,11285516.51,C598759733,235132.84,220107.97,0,0
260,CASH_OUT,66387.90,C1224430830,47723.00,0.00,C672780136,157339.64,223727.54,0,0
183,CASH_IN,46038.12,C118086846,4736545.89,4782584.01,C1351117542,409321.14,363283.01,0,0
355,CASH_OUT,77392.34,C2142787666,126840.00,49447.66,C2087695056,0.00,77392.34,0,0
306,CASH_OUT,129098.71,C1247834178,0.00,0.00,C220139610,7636285.82,7765384.53,0,0
37,CASH_IN,68992.64,C207673580,1987418.99,2056411.63,C35885890,169515.00,100522.35,0,0
13,PAYMENT,10390.43,C920283987,0.00,0.00,M773099021,0.00,0.00,0,0
354,CASH_OUT,359667.29,C558576158,365499.00,5831.71,C33784511,0.00,359667.29,0,0
346,CASH_OUT,110583.27,C371121857,0.00,0.00,C1812185777,713363.59,823946.86,0,0
33,CASH_OUT,69400.99,C851308211,556.00,0.00,C2024025338,0.00,69400.99,0,0
257,CASH_OUT,105035.07,C1577559108,0.00,0.00,C1367236003,1217080.54,1322115.61,0,0
136,CASH_IN,408139.90,C1650517099,15613.00,423752.90,C1445109531,0.00,0.00,0,0
402,CASH_OUT,171496.55,C1388669252,312502.87,141006.33,C2009145397,6208734.30,6380230.84,0,0
251,PAYMENT,9663.79,C1252963401,266835.48,257171.69,M486783655,0.00,0.00,0,0
180,CASH_OUT,116972.01,C992883614,5549.00,0.00,C483629701,0.00,116972.01,0,0
34,CASH_OUT,61744.22,C112105339,10759.00,0.00,C169892154,19972.00,11975191.57,0,0
177,CASH_OUT,203706.66,C1488460200,59335.00,0.00,C456109630,0.00,203706.66,0,0
186,CASH_IN,183938.23,C685273917,37063.00,221001.23,C1721065187,415805.76,231867.53,0,0
135,PAYMENT,18807.98,C1218656005,0.00,0.00,M469027954,0.00,0.00,0,0
385,PAYMENT,8946.42,C32216965,0.00,0.00,M1930238240,0.00,0.00,0,0
334,CASH_OUT,129942.63,C681157827,3668.00,0.00,C1204565997,596344.68,726287.31,0,0
155,CASH_OUT,227801.53,C1770670665,0.00,0.00,C8269543,1469345.86,1798278.66,0,0
18,CASH_OUT,41262.61,C125734923,0.00,0.00,C1843206343,72181.10,113443.71,0,0
332,CASH_IN,91379.62,C1590947039,17078.00,108457.62,C304608550,0.00,0.00,0,0
378,TRANSFER,1149279.64,C2073129168,0.00,0.00,C146481580,2217569.37,3366849.01,0,0
354,PAYMENT,19375.47,C205881744,0.00,0.00,M962146510,0.00,0.00,0,0
235,PAYMENT,11421.16,C1243532365,0.00,0.00,M1001466012,0.00,0.00,0,0
405,PAYMENT,2726.93,C1244823039,145909.00,143182.07,M635716871,0.00,0.00,0,0
44,CASH_IN,175869.87,C1175161790,7556024.92,7731894.79,C963964059,637530.82,461660.95,0,0
331,PAYMENT,1885.35,C1221772556,21776.85,19891.50,M1550801609,0.00,0.00,0,0
236,PAYMENT,7159.24,C1035371157,21456.00,14296.76,M94799605,0.00,0.00,0,0
188,TRANSFER,390789.09,C1317336937,132671.00,0.00,C576147104,175022.92,565812.00,0,0
396,PAYMENT,28948.52,C1930124352,263410.66,234462.14,M212838168,0.00,0.00,0,0
235,PAYMENT,10198.11,C178757679,0.00,0.00,M2017522122,0.00,0.00,0,0
659,CASH_IN,171150.02,C870961744,2404203.71,2575353.72,C1059584393,5239170.97,5068020.96,0,0
357,CASH_IN,89569.99,C2046068686,10114.00,99683.99,C1223094962,0.00,0.00,0,0
179,PAYMENT,10816.27,C1016435163,417432.24,406615.97,M1969902575,0.00,0.00,0,0
37,PAYMENT,8470.06,C954226237,24006.02,15535.97,M763440568,0.00,0.00,0,0
348,PAYMENT,5040.30,C1072537428,0.00,0.00,M1057763138,0.00,0.00,0,0
177,CASH_OUT,401391.16,C244663723,41746.00,0.00,C838358216,0.00,401391.16,0,0
298,CASH_OUT,205856.63,C1243386031,0.00,0.00,C4972940,312379.51,518236.15,0,0
284,CASH_IN,63077.77,C938191641,51814.00,114891.77,C937056023,362555.65,299477.88,0,0
202,CASH_IN,173659.66,C1511217676,21172.00,194831.66,C354172677,0.00,0.00,0,0
225,CASH_OUT,589494.75,C2014935200,41606.00,0.00,C1840974320,719684.94,1309179.69,0,0
213,PAYMENT,44038.91,C2071361531,0.00,0.00,M1907854159,0.00,0.00,0,0
670,CASH_OUT,42953.35,C556392461,2215.00,0.00,C271582508,9856.60,52809.94,0,0
16,PAYMENT,11064.70,C1333763570,0.00,0.00,M1341666534,0.00,0.00,0,0
299,CASH_IN,122793.86,C773121481,13277.00,136070.86,C1367093110,216101.88,93308.02,0,0
284,CASH_OUT,115087.18,C418289316,321282.00,206194.82,C605461918,111043.17,226130.34,0,0
14,CASH_OUT,289203.34,C231614484,0.00,0.00,C1282339106,3008639.38,3345167.37,0,0
17,CASH_OUT,89923.46,C393580497,0.00,0.00,C121404705,1048278.78,1344360.19,0,0
353,PAYMENT,8345.20,C875888974,15034.00,6688.80,M2008581380,0.00,0.00,0,0
44,TRANSFER,186863.29,C730428843,0.00,0.00,C872255511,392634.38,579497.67,0,0
212,CASH_IN,1954.60,C1588829187,14115396.64,14117351.24,C441076163,56658.42,54703.82,0,0
183,PAYMENT,20998.59,C603355580,70284.77,49286.18,M1795795055,0.00,0.00,0,0
134,CASH_IN,61947.27,C1377691819,4011876.87,4073824.14,C996015438,103793.95,41846.68,0,0
132,CASH_IN,406788.95,C1745717534,91039.00,497827.95,C1425230234,0.00,0.00,0,0
226,TRANSFER,1049139.59,C2025074571,11391.00,0.00,C255991434,0.00,1049139.59,0,0
258,CASH_IN,273421.03,C629360892,909.00,274330.03,C2017339068,71657.02,0.00,0,0
21,PAYMENT,1902.04,C225278958,220.00,0.00,M1275341227,0.00,0.00,0,0
207,CASH_IN,92961.49,C877703179,5085.00,98046.49,C1716831828,9342057.36,9249095.87,0,0
132,PAYMENT,15934.89,C357584866,0.00,0.00,M58425784,0.00,0.00,0,0
284,PAYMENT,8830.96,C1217031401,1434.00,0.00,M1521596393,0.00,0.00,0,0
281,CASH_OUT,24613.79,C1571617122,0.00,0.00,C1976124044,200303.24,224917.03,0,0
158,CASH_OUT,212537.43,C1293673585,0.00,0.00,C976928413,736958.52,949495.95,0,0
36,CASH_OUT,114133.39,C2025670564,41053.00,0.00,C123513977,1017263.71,1131397.10,0,0
436,CASH_OUT,33775.31,C766306709,23514.47,0.00,C1090010566,2424478.40,2458253.71,0,0
323,CASH_OUT,367942.60,C1907433658,0.00,0.00,C72501935,1244447.23,1612389.83,0,0
41,CASH_OUT,52796.24,C941387726,0.00,0.00,C521142541,1597706.83,1650503.08,0,0
228,PAYMENT,7820.61,C2075577369,0.00,0.00,M1323513215,0.00,0.00,0,0
164,TRANSFER,776788.80,C1243511707,580.00,0.00,C1745418466,0.00,776788.80,0,0
286,PAYMENT,723.84,C1149559099,31668.00,30944.16,M2052993975,0.00,0.00,0,0
40,CASH_IN,286831.80,C2002780124,216394.36,503226.16,C1361126187,764690.22,275102.87,0,0
281,PAYMENT,6133.19,C1991766472,39813.00,33679.81,M1430303701,0.00,0.00,0,0
323,PAYMENT,20030.41,C945846907,47001.25,26970.84,M799117213,0.00,0.00,0,0
159,CASH_OUT,17995.80,C749408107,229365.00,211369.20,C270326084,0.00,17995.80,0,0
135,CASH_OUT,245210.26,C249090518,0.00,0.00,C438041839,290224.43,535434.69,0,0
204,CASH_IN,220920.92,C277018378,2578776.94,2799697.86,C822511236,1878547.26,1657626.34,0,0
325,CASH_OUT,119184.61,C1513900060,0.00,0.00,C1908863749,413017.61,532202.21,0,0
138,PAYMENT,2545.58,C678837009,40370.00,37824.42,M980806222,0.00,0.00,0,0
402,CASH_OUT,206171.29,C1797009132,74122.00,0.00,C1725226256,1095337.13,1301508.43,0,0
297,CASH_OUT,257040.55,C88499167,243540.00,0.00,C391842893,227613.14,484653.68,0,0
12,CASH_OUT,404069.43,C1246635565,59907.00,0.00,C1116248863,139644.00,693234.58,0,0
256,PAYMENT,3709.48,C1273097446,109649.18,105939.69,M748076883,0.00,0.00,0,0
350,PAYMENT,9356.97,C204174851,255971.61,246614.64,M96751765,0.00,0.00,0,0
161,CASH_OUT,10335.26,C1524333259,0.00,0.00,C1422732736,890030.97,900366.23,0,0
131,CASH_OUT,95600.13,C580560389,0.00,0.00,C229333140,1161788.69,1183761.00,0,0
307,CASH_OUT,407454.58,C1770619697,10771.00,0.00,C1923832811,107062.19,514516.76,0,0
355,CASH_IN,11198.90,C177167761,82367.00,93565.90,C2130705571,261331.23,250132.32,0,0
153,CASH_OUT,144435.54,C1057359681,26311.00,0.00,C2109906453,312878.16,457313.70,0,0
209,CASH_IN,170965.41,C1466109300,1586238.38,1757203.80,C1012808342,567314.80,396349.39,0,0
345,PAYMENT,28347.68,C1541941509,248211.11,219863.43,M241509865,0.00,0.00,0,0
349,PAYMENT,9697.36,C1693692848,154411.00,144713.64,M1564948305,0.00,0.00,0,0
213,PAYMENT,2981.02,C72241916,11693.00,8711.98,M533382264,0.00,0.00,0,0
327,CASH_OUT,350941.14,C1409951399,19956.00,0.00,C538889672,553572.34,904513.48,0,0
209,CASH_IN,20316.23,C1147053612,1065.00,21381.23,C915303547,997536.51,977220.28,0,0
120,PAYMENT,14420.87,C1646935882,0.00,0.00,M754654297,0.00,0.00,0,0
229,PAYMENT,2185.08,C955563581,472149.56,469964.48,M1319015400,0.00,0.00,0,0
17,CASH_IN,246029.44,C675294026,185.00,246214.44,C865164641,0.00,0.00,0,0
119,PAYMENT,4028.47,C687851670,43319.83,39291.37,M190903106,0.00,0.00,0,0
129,CASH_OUT,145281.38,C1938115306,0.00,0.00,C1447133976,4232437.46,4377718.84,0,0
17,CASH_OUT,66204.33,C1775095358,2056.00,0.00,C1080391248,283777.34,349981.67,0,0
404,TRANSFER,394209.65,C1740907522,43136.00,0.00,C86834312,279489.24,673698.89,0,0
41,TRANSFER,166895.05,C248349129,0.00,0.00,C1212815008,2907867.03,3074762.08,0,0
37,CASH_IN,29024.03,C667303177,3400890.29,3429914.32,C859446104,68603.92,39579.89,0,0
299,PAYMENT,12848.00,C300240573,0.00,0.00,M1516524144,0.00,0.00,0,0
184,PAYMENT,16170.12,C1837635382,141779.65,125609.53,M2044835895,0.00,0.00,0,0
140,CASH_OUT,69237.71,C1157024037,99070.00,29832.29,C15305900,0.00,69237.71,0,0
182,CASH_OUT,292239.69,C37960016,1737196.17,1444956.48,C635431822,0.00,292239.69,0,0
20,CASH_OUT,125716.71,C1508781253,122674.49,0.00,C197049505,135374.29,261091.00,0,0
372,CASH_OUT,324273.91,C2107304268,0.00,0.00,C1609659670,339567.26,663841.18,0,0
644,CASH_IN,243449.89,C576351060,4128838.46,4372288.35,C16878689,573974.88,330524.99,0,0
9,CASH_IN,107403.28,C1121293721,8416.00,115819.28,C1143894549,2050411.57,1974435.68,0,0
12,CASH_OUT,185521.89,C764666578,0.00,0.00,C1192822197,502483.38,548166.79,0,0
36,PAYMENT,45152.53,C784943930,3003.00,0.00,M146342857,0.00,0.00,0,0
372,TRANSFER,620814.75,C1355362075,33740.00,0.00,C1431700471,25119.54,645934.28,0,0
154,PAYMENT,5743.82,C801706256,0.00,0.00,M2827225,0.00,0.00,0,0
281,CASH_IN,90749.95,C498531631,17426806.69,17517556.65,C865267719,1927208.43,1836458.48,0,0
393,PAYMENT,835.69,C734403390,20519.00,19683.31,M120819137,0.00,0.00,0,0
36,PAYMENT,1526.50,C1217152038,1220.04,0.00,M753123300,0.00,0.00,0,0
232,CASH_OUT,56243.43,C1735743479,0.00,0.00,C270868029,3369904.29,3426147.72,0,0
140,CASH_OUT,221237.44,C1598294400,20493.00,0.00,C2101240861,57004.22,278241.66,0,0
131,PAYMENT,34816.73,C1026427253,27913.18,0.00,M28064873,0.00,0.00,0,0
18,PAYMENT,13929.09,C1870490132,8617.00,0.00,M605777515,0.00,0.00,0,0
332,CASH_OUT,171413.65,C1637879293,127065.44,0.00,C734972893,1531566.50,1702980.16,0,0
332,PAYMENT,31321.95,C1615979972,0.00,0.00,M1636170840,0.00,0.00,0,0
359,CASH_OUT,515377.11,C1971169801,0.00,0.00,C70740207,516107.41,1031484.52,0,0
228,CASH_OUT,94483.60,C1907424581,0.00,0.00,C607204506,132899.88,227383.49,0,0
159,CASH_IN,85512.85,C1661602614,9393339.63,9478852.48,C2067221893,1327115.53,1241602.69,0,0
139,PAYMENT,10663.87,C1480307045,0.00,0.00,M819491922,0.00,0.00,0,0
307,PAYMENT,17184.39,C229937195,0.00,0.00,M183408365,0.00,0.00,0,0
369,PAYMENT,15194.88,C1271965321,0.00,0.00,M520287029,0.00,0.00,0,0
330,PAYMENT,18685.54,C717733269,178.00,0.00,M1200796623,0.00,0.00,0,0
20,PAYMENT,7978.02,C643850653,0.00,0.00,M308061926,0.00,0.00,0,0
331,PAYMENT,15569.04,C271190484,24454.00,8884.96,M1359356696,0.00,0.00,0,0
40,CASH_OUT,334288.48,C1187761878,0.00,0.00,C121404705,1836470.28,2170758.76,0,0
550,CASH_IN,208494.50,C1626520668,2762698.51,2971193.01,C626116105,234966.68,26472.18,0,0
277,CASH_OUT,213762.74,C1062564890,18417.00,0.00,C870817854,0.00,213762.74,0,0
205,PAYMENT,3113.21,C929401087,0.00,0.00,M1608035709,0.00,0.00,0,0
327,CASH_IN,33947.32,C977824288,1619.00,35566.32,C1484739559,0.00,0.00,0,0
376,CASH_OUT,113508.92,C908545007,426.00,0.00,C1306225967,1413910.66,1527419.58,0,0
394,CASH_OUT,246734.78,C1575077073,19937.00,0.00,C1253190062,70037.54,316772.32,0,0
35,PAYMENT,28312.61,C769465499,176378.94,148066.32,M1200707297,0.00,0.00,0,0
12,CASH_OUT,37269.24,C753803163,23844.00,0.00,C1596696492,861210.34,950363.58,0,0
37,CASH_OUT,148123.06,C1658756324,0.00,0.00,C746015041,1092178.43,1240301.50,0,0
182,CASH_OUT,360823.81,C115890227,10037.00,0.00,C767338294,1066865.12,1427688.93,0,0
330,PAYMENT,2109.82,C1742450181,0.00,0.00,M453397034,0.00,0.00,0,0
347,PAYMENT,9589.14,C166148887,0.00,0.00,M304600828,0.00,0.00,0,0
157,CASH_OUT,251186.23,C888775978,37439.00,0.00,C1735161658,0.00,251186.23,0,0
308,CASH_OUT,60336.97,C802436136,0.00,0.00,C2122376822,338868.87,399205.83,0,0
307,CASH_OUT,35086.03,C116066623,0.00,0.00,C1675764449,1095116.79,1130202.83,0,0
185,CASH_OUT,84413.39,C1377652952,839.00,0.00,C834658793,136084.85,220498.24,0,0
352,CASH_OUT,37139.90,C704175361,9995.00,0.00,C31010756,420785.86,457925.76,0,0
130,CASH_OUT,216367.35,C1672278156,0.00,0.00,C715793792,459644.26,676011.62,0,0
207,CASH_OUT,106420.87,C551024456,0.00,0.00,C2052185144,6434676.72,6541097.60,0,0
44,PAYMENT,14730.20,C1414564498,108273.00,93542.80,M1448351630,0.00,0.00,0,0
396,PAYMENT,47583.10,C1444425548,6084.00,0.00,M534030044,0.00,0.00,0,0
153,CASH_OUT,238109.60,C1294932792,0.00,0.00,C1771577644,1309419.96,1547529.56,0,0
21,CASH_IN,438900.51,C1200416294,3649118.21,4088018.73,C371026668,996486.93,557586.42,0,0
687,CASH_OUT,132073.14,C679964548,80165.00,0.00,C2071912915,264334.62,396407.76,0,0
182,CASH_OUT,147184.08,C1440042068,0.00,0.00,C1676538783,1906806.57,2053990.65,0,0
298,CASH_IN,27646.39,C1607048799,15461.00,43107.39,C1528381299,1248912.42,1221266.03,0,0
351,CASH_IN,9526.14,C795755681,578172.74,587698.88,C1264666832,172179.83,162653.68,0,0
178,CASH_IN,255566.62,C188890854,6927389.33,7182955.95,C995169737,1053905.84,798339.22,0,0
253,CASH_OUT,111970.81,C1213020605,0.00,0.00,C1360886036,2355992.45,2467963.26,0,0
332,CASH_IN,19060.75,C434861138,0.00,19060.75,C1082171618,121481.83,102421.07,0,0
18,CASH_OUT,175479.42,C5038100,193242.21,17762.79,C1872341044,332294.48,583266.99,0,0
551,TRANSFER,289366.60,C1000046410,0.00,0.00,C693102136,8689596.12,8978962.71,0,0
345,CASH_IN,128561.65,C1725777708,1296484.36,1425046.01,C111496406,425717.86,297156.21,0,0
258,TRANSFER,348218.01,C966488598,0.00,0.00,C1775950954,420271.23,768489.24,0,0
396,PAYMENT,70571.73,C1912860183,70954.25,382.52,M1226404245,0.00,0.00,0,0
249,PAYMENT,10174.09,C589576552,301245.91,291071.82,M714779683,0.00,0.00,0,0
379,PAYMENT,18953.01,C800841624,151078.74,132125.73,M748218995,0.00,0.00,0,0
276,CASH_OUT,154523.22,C1606736958,50829.00,0.00,C188838482,5043518.05,5198041.27,0,0
16,CASH_IN,13676.71,C976091788,20644.00,34320.71,C2072377794,678678.48,939503.92,0,0
325,CASH_OUT,200836.53,C1818826519,13451.00,0.00,C2135931819,1362427.64,1563264.17,0,0
303,CASH_OUT,265896.86,C2015513903,22221.00,0.00,C1736219610,811376.47,1077273.33,0,0
321,CASH_IN,140192.14,C503784570,29751.00,169943.14,C862799367,2205133.72,2064941.58,0,0
164,CASH_OUT,21846.19,C16444298,11079.00,0.00,C2020202077,67301.01,89147.20,0,0
37,PAYMENT,1686.68,C1249845284,19819.63,18132.95,M913585263,0.00,0.00,0,0
321,TRANSFER,765962.80,C306494817,108742.61,0.00,C1177441283,2935207.99,3701170.80,0,0
273,PAYMENT,3239.32,C1150101421,10680.00,7440.68,M400142,0.00,0.00,0,0
159,CASH_IN,14214.15,C1963994864,9171698.29,9185912.45,C223809501,227754.33,213540.18,0,0
191,CASH_IN,147592.12,C1135292363,5580903.23,5728495.35,C492598058,495043.52,347451.40,0,0
19,CASH_IN,33530.52,C1698725552,12418.00,45948.52,C1294141694,0.00,0.00,0,0
357,PAYMENT,8258.57,C129406477,11202.00,2943.43,M1816151510,0.00,0.00,0,0
302,PAYMENT,16388.40,C827462630,0.00,0.00,M1990335867,0.00,0.00,0,0
207,TRANSFER,258821.24,C1112510528,0.00,0.00,C1746684899,409098.78,667920.02,0,0
211,PAYMENT,1709.05,C1752349311,14059.00,12349.95,M662207009,0.00,0.00,0,0
20,CASH_OUT,188441.80,C1777076918,0.00,0.00,C2128116083,571697.53,760139.34,0,0
40,PAYMENT,7689.49,C503385325,0.00,0.00,M1063307107,0.00,0.00,0,0
241,TRANSFER,79618.26,C1499809616,0.00,0.00,C554679304,1543525.39,1623143.65,0,0
14,CASH_IN,25992.10,C1749427343,99703.00,125695.10,C768059007,0.00,246721.41,0,0
402,CASH_OUT,306744.07,C2094449200,179228.00,0.00,C722140603,0.00,306744.07,0,0
206,CASH_OUT,435752.31,C12354946,2623.00,0.00,C1507745563,0.00,435752.31,0,0
182,PAYMENT,960.10,C139719587,201184.71,200224.61,M1113222025,0.00,0.00,0,0
403,PAYMENT,55345.23,C1696258476,0.00,0.00,M423334886,0.00,0.00,0,0
10,CASH_IN,610605.36,C254837368,460167.41,1070772.77,C285778272,1930355.49,1319750.13,0,0
451,CASH_OUT,211575.04,C837123910,54390.00,0.00,C2032284449,82452.30,294027.34,0,0
311,PAYMENT,944.46,C861291546,409575.22,408630.77,M712599942,0.00,0.00,0,0
205,CASH_OUT,31277.97,C497600509,10509.00,0.00,C1654675949,0.00,1102415.66,0,0
188,CASH_OUT,23943.68,C1758621070,0.00,0.00,C1901440833,3008041.52,3031985.21,0,0
383,CASH_IN,42522.19,C686898770,4990204.81,5032727.00,C1474170932,45271.57,2749.38,0,0
42,PAYMENT,9088.52,C751538877,502077.00,492988.48,M592796177,0.00,0.00,0,0
17,CASH_OUT,283963.57,C1877962692,0.00,0.00,C2070377928,1305007.22,1588970.78,0,0
426,CASH_OUT,241902.74,C417960093,5060.00,0.00,C1006115653,428330.88,670233.62,0,0
19,CASH_OUT,364625.34,C1744696466,0.00,0.00,C1198620089,392713.36,757338.70,0,0
214,PAYMENT,5014.61,C1151514581,64839.00,59824.39,M1102707159,0.00,0.00,0,0
372,PAYMENT,254.05,C1740225546,17007.93,16753.88,M1788267306,0.00,0.00,0,0
282,CASH_IN,111976.22,C211206088,101176.00,213152.22,C1734447110,1245421.13,1133444.92,0,0
254,PAYMENT,10564.21,C1888384507,101487.00,90922.79,M1553258612,0.00,0.00,0,0
43,CASH_OUT,156902.87,C366431703,88955.22,0.00,C1102715869,4730210.22,4887113.09,0,0
380,TRANSFER,866024.39,C1574778799,0.00,0.00,C178892179,3271764.49,4137788.88,0,0
42,CASH_IN,330342.18,C1016569832,14337672.23,14668014.41,C1512924954,394006.12,63663.94,0,0
183,CASH_OUT,29360.87,C440671194,0.00,0.00,C225029641,2952652.95,2982013.82,0,0
544,CASH_OUT,33008.49,C1162282759,20380.00,0.00,C1369215549,107122.99,140131.49,0,0
309,CASH_IN,77138.73,C904098686,234.00,77372.73,C1663513765,14679.43,0.00,0,0
19,PAYMENT,1560.60,C1460535514,11270.00,9709.40,M9959843,0.00,0.00,0,0
257,CASH_OUT,161075.99,C1608573859,8053.00,0.00,C700258320,0.00,161075.99,0,0
9,CASH_OUT,315157.97,C1841792998,817.00,0.00,C129415411,22331.00,337488.97,0,0
34,PAYMENT,12505.57,C1778385325,0.00,0.00,M789354707,0.00,0.00,0,0
10,PAYMENT,3967.44,C194416223,33055.46,29088.01,M913659591,0.00,0.00,0,0
166,CASH_IN,5227.13,C2143727914,14868305.21,14873532.34,C1045909088,25792.00,20564.87,0,0
135,PAYMENT,18629.57,C354213371,10569.00,0.00,M727577028,0.00,0.00,0,0
160,CASH_OUT,49203.19,C1351083849,4081.00,0.00,C802350007,591232.98,640436.17,0,0
325,TRANSFER,1384233.50,C180670534,10191.00,0.00,C1180379931,1044876.99,2429110.48,0,0
276,CASH_IN,14205.88,C391579885,24238.00,38443.88,C213163834,0.00,0.00,0,0
333,TRANSFER,1295295.10,C1199720628,0.00,0.00,C1526841936,1957304.41,3252599.51,0,0
348,PAYMENT,14671.70,C77338946,0.00,0.00,M706172282,0.00,0.00,0,0
380,PAYMENT,9229.99,C428360361,0.00,0.00,M859135918,0.00,0.00,0,0
38,PAYMENT,2068.24,C1850987674,0.00,0.00,M1834897480,0.00,0.00,0,0
156,PAYMENT,8731.03,C1949745118,0.00,0.00,M2064699125,0.00,0.00,0,0
43,CASH_OUT,174587.98,C226579710,20234.00,0.00,C1142098871,645120.24,819708.22,0,0
369,PAYMENT,8877.08,C1495497397,298822.78,289945.70,M1091444046,0.00,0.00,0,0
140,PAYMENT,12361.55,C1056454299,0.00,0.00,M1654743503,0.00,0.00,0,0
309,TRANSFER,9523991.10,C932354070,0.00,0.00,C1188427220,10365535.17,19889526.27,0,0
661,CASH_OUT,228573.90,C1697984960,0.00,0.00,C256322039,621428.61,850002.52,0,0
495,CASH_IN,59475.14,C500241903,24309.00,83784.14,C1633979564,356861.26,297386.12,0,0
22,CASH_OUT,153714.09,C1704202518,0.00,0.00,C106059712,510067.60,663781.69,0,0
251,CASH_OUT,95387.62,C2136087740,0.00,0.00,C677317676,14164894.67,15462030.33,0,0
617,PAYMENT,36841.64,C879504859,19114.00,0.00,M2079372052,0.00,0.00,0,0
186,TRANSFER,585208.83,C1976151021,0.00,0.00,C650449858,2637839.02,3223047.85,0,0
522,TRANSFER,2522900.60,C687534443,11307.00,0.00,C923858526,0.00,2522900.60,0,0
405,CASH_OUT,55726.56,C1669326721,36625.00,0.00,C1745750507,5828286.14,5884012.70,0,0
355,CASH_OUT,7339.01,C1744299900,146714.00,139374.99,C1036168354,2011340.01,2018679.02,0,0
17,TRANSFER,31966.93,C1245893103,1019488.22,987521.28,C1895565710,367950.47,399917.41,0,0
132,PAYMENT,15540.68,C961992044,0.00,0.00,M1561066539,0.00,0.00,0,0
275,PAYMENT,16419.09,C1254461601,13159.98,0.00,M1689860700,0.00,0.00,0,0
323,PAYMENT,5524.99,C1944858192,0.00,0.00,M419250372,0.00,0.00,0,0
356,PAYMENT,14946.63,C235476573,0.00,0.00,M1086549907,0.00,0.00,0,0
261,CASH_IN,244059.33,C224383725,7327906.86,7571966.18,C1560227209,785194.99,541135.66,0,0
184,TRANSFER,250232.21,C338695835,0.00,0.00,C19328056,483656.27,733888.48,0,0
354,CASH_OUT,36994.29,C351002088,0.00,0.00,C1246312105,65454.05,102448.34,0,0
17,CASH_OUT,311398.52,C1946219635,81128.00,0.00,C237276823,147983.99,459382.51,0,0
256,CASH_OUT,34654.48,C924016632,202856.00,168201.52,C787839563,7414081.92,7448736.40,0,0
321,CASH_IN,82275.53,C1850668484,22938.00,105213.53,C1359266146,285477.25,203201.72,0,0
23,CASH_OUT,102520.16,C291524048,0.00,0.00,C781849797,288221.49,390741.65,0,0
548,CASH_OUT,10999.49,C1702297823,14238.00,3238.51,C355759595,1690824.64,1701824.13,0,0
405,CASH_IN,194352.43,C1446369271,18124245.45,18318597.87,C328192470,2993603.52,2799251.09,0,0
35,PAYMENT,14977.68,C1066678072,5049.00,0.00,M892750601,0.00,0.00,0,0
370,CASH_OUT,144332.63,C208043147,63637.00,0.00,C1223906874,27268.49,171601.12,0,0
236,PAYMENT,3108.38,C1463861107,0.00,0.00,M427154055,0.00,0.00,0,0
188,CASH_IN,115446.05,C1584070314,10821.00,126267.05,C1480381296,0.00,0.00,0,0
253,PAYMENT,43964.40,C826343118,51836.00,7871.60,M1374282136,0.00,0.00,0,0
400,CASH_IN,28093.23,C1433880722,227102.64,255195.87,C1270093429,297834.30,269741.07,0,0
160,TRANSFER,217881.88,C2117807973,0.00,0.00,C78011042,1799297.03,2017178.91,0,0
